business_id,name,city,state,neighborhood,address,stars,review_count,is_open,categories,price_range,attributes_wifi,attributes_noise_level,attributes_ambience
E8BoWn9q87ztDAt5zJgiPg,Millcreek Tavern,Philadelphia,PA,,4200 Chester Ave,3.0,53,1,"Pubs, Music Venues, Arts & Entertainment, Bars, Nightlife",1,,u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
4rG4tJF2EC2CfYvBu_uqpQ,Cry Baby Pasta,Philadelphia,PA,,627 S 3rd St,3.5,198,1,"Wine Bars, Bars, Nightlife, Restaurants, Italian",2,u'free',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"
ZewrmVIdr77Kinj-njv6RQ,Insomnia Cookies,Philadelphia,PA,,108 S 16th St,4.0,457,1,"Ice Cream & Frozen Yogurt, Food, Bakeries, Food Delivery Services, Desserts",1,'no',,
ytynqOUb3hjKeJfRj5Tshw,Reading Terminal Market,Philadelphia,PA,,51 N 12th St,4.5,5721,1,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",2,u'no',u'loud',"{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
SOsjW1JARmtHUFtpFlp8rw,Snap Custom Pizza - Center City,Philadelphia,PA,,1504 Sansom St,4.0,271,1,"Restaurants, Pizza",1,'no',u'average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"
8j5bQ0nDwoGiFaTQDNCQTg,Jack's Place,Philadelphia,PA,,7167 Hegerman St,4.5,78,1,"Sandwiches, Restaurants, Salad, Cheesesteaks",1,u'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
-_0w82rV27l51N3ABkCI0A,Prima Pizza Taqueria Mexicana,Philadelphia,PA,,1104 S 9th St,4.5,126,1,"Pizza, Mexican, Restaurants",1,u'no',u'average',"{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
myQJP8ZziqXDgQBpfqoTvQ,CVS Pharmacy,Philadelphia,PA,,4314 Locust St,3.0,25,1,"Drugstores, Pharmacy, Health & Medical, Convenience Stores, Food, Shopping",2,,,
WCH833DCRcTuzU_J-5JRxA,Hunk-O-Mania Male Strip Club,Philadelphia,PA,,,3.5,31,1,"Adult Entertainment, Nightlife",3,,u'very_loud',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
t8xJ1hwM41vYwe7LxIyqaw,Sally,Philadelphia,PA,,2229 Spruce St,4.5,37,1,"Wine Bars, Pizza, Nightlife, Tapas/Small Plates, Bars, Beverage Store, Food, Restaurants",,u'no',,"{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"
K1PVi_o6gMkuASnnFR9hWw,Good Day Deli,Philadelphia,PA,,37 S 20th St,4.0,40,1,"Restaurants, Delis, Sandwiches",1,u'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
AcYIHFnobT3yT6bSZg2UgA,ACME Markets,Philadelphia,PA,,1400 E Passyunk Ave,2.5,89,1,"Grocery, Fashion, Food, Shopping, Department Stores, Drugstores",2,,,
XsfuqDqw9eOaQ_2FCv5MuQ,Masala Kitchen Kati Rolls and Platters,Philadelphia,PA,,1115 Walnut St,4.0,361,1,"Halal, Restaurants, Indian, Fast Food, Nightlife",1,u'free','average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
7y1zIK1ZtkkGIKeRUobThg,Gallo's Seafood,Philadelphia,PA,,8101 Roosevelt Blvd,3.5,178,1,"Seafood, Bars, American (Traditional), Nightlife, Restaurants",2,u'no','average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
cCLINaXaTfB1grCOBfnY1Q,Dunkin',Philadelphia,PA,,4268 Ridge Ave,3.0,22,1,"Donuts, Coffee & Tea, Bagels, Food",1,u'free',,
jkGQQ4_LgJx3hwPtCFkzbQ,Max Brenner - Philadelphia,Philadelphia,PA,,1500 Walnut St,3.5,1358,1,"American (Traditional), Restaurants, Desserts, Food, Chocolatiers & Shops, American (New), Specialty Food, Breakfast & Brunch",2,'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"
LUrHWJLYXObeFPLKsoN05g,Leda & The Swan,Philadelphia,PA,,1224 Chestnut St,4.0,33,1,"Event Planning & Services, Arts & Entertainment, Lounges, Venues & Event Spaces, Music Venues, Cocktail Bars, Nightlife, Bars",,u'free',u'average',"{u'divey': None, u'hipster': True, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': True, u'upscale': None}"
-1B9pP_CrRBJYPICE5WbRA,Spice 28,Philadelphia,PA,,1228 Chestnut St,4.0,822,1,"Asian Fusion, Restaurants, American (New), Thai, Szechuan, Chinese",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"
iPyhEN7uBsRYQdDDs36f2w,Twisted Gingers Brewing Company,Philadelphia,PA,,4317 Fleming St,4.5,26,1,"Food, Pizza, Restaurants, Breweries, Brewpubs",,,,
qATSs3f4s2x_Ec8qm-xjjw,Calle Del Sabor,Philadelphia,PA,,34 W Girard Ave,4.5,73,1,"Food Trucks, Food, Latin American, Restaurants, Caterers, Event Planning & Services, Caribbean",1,,,
fG6Wg3yrjY5Wm7UL00y3fw,Applebee's Grill + Bar,Philadelphia,PA,,9142 Roosevelt Blvd,2.5,64,1,"American (Traditional), Burgers, Sandwiches, Restaurants, Chicken Wings, Bars, Salad, Nightlife, Sports Bars, American (New)",2,'free',u'loud',"{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
VJjFHQJ08SR_Pl7Bk4o2xQ,Helm,Philadelphia,PA,,1303 N Fifth St,4.5,227,1,"American (New), Restaurants, Food",3,'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
Ls3zQR47_wmUkupJXm59oQ,Sorrentino's Grocery,Philadelphia,PA,,4361 Cresson St,4.5,78,1,"Food, Cheesesteaks, Grocery, Delis, Restaurants",1,'no','average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
7__20lI7RsC9J6C-DrTzFg,El Balconcito II,Philadelphia,PA,,7326 Castor Ave,3.5,64,1,"Mexican, Portuguese, Cocktail Bars, Nightlife, Restaurants, Peruvian, Bars",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
RSKvB-XntkiDnMqYqAmtKw,Seafood Unlimited,Philadelphia,PA,,270 S 20th St,3.5,143,1,"Seafood Markets, Restaurants, Specialty Food, Soup, Desserts, Seafood, Food",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
Ag_GeZwOrT0nmyhnKQiVBA,Starbucks,Philadelphia,PA,,"1500 Market St, Ste 465",3.0,46,1,"Restaurants, Coffee & Tea, Food",1,u'free',u'average',
azfjxlAnSATyLBAGiuSq3A,Lau Kee Restaurant,Philadelphia,PA,,934 Race St,4.5,81,1,"Chinese, Restaurants",,,,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"
N_3sTTMqsMkB0w7jJMVKXw,Boston Market,Philadelphia,PA,,451 Franklin Mills Cir,2.0,22,1,"Restaurants, Chicken Wings, American (Traditional), Sandwiches, Event Planning & Services, Chicken Shop, American (New), Comfort Food, Caterers",2,'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
qjIN4UbE96Cq6JKwLIQ9VQ,Saloon Restaurant,Philadelphia,PA,,750 S 7th St,4.5,190,1,"Restaurants, Chinese, Italian",3,'free',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"
0h4Oo6W8mG4HEYQzZRkoOA,BAMBU,Philadelphia,PA,,5520 Whitaker Ave,3.5,57,1,"Bubble Tea, Desserts, Food, Juice Bars & Smoothies, Coffee & Tea, Vietnamese, Restaurants",1,'free','loud',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
g-cQ3TeR7lcY_TObcDkw6w,Show & Tel,Philadelphia,PA,,1900 S Columbus Blvd,3.0,29,1,"Books, Mags, Music & Video, Nightlife, Bookstores, Shopping, Adult Entertainment",2,,u'very_loud',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
_7V_3b2dSSVIXqVMJwGmoQ,Golden Cuisine,Philadelphia,PA,,679 N Broad St,3.0,57,1,"Chinese, Restaurants",1,u'free',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"
0xadnlAs2uV7Ax-7RViZEw,Ikki Sushi,Philadelphia,PA,,310 Market St,4.5,34,1,"Sushi Bars, Japanese, Restaurants",2,u'free',u'average',"{u'divey': False, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
woTZpX92uByUgliPrh39Mg,Ocean Prime,Philadelphia,PA,,124 S 15th St,4.0,513,1,"Cocktail Bars, American (New), Bars, Restaurants, Steakhouses, Seafood, Nightlife",4,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"
U7HYUH8SqZO6OQMNKCr5kQ,Porco's Porchetteria,Philadelphia,PA,,2204 Washington Ave,4.5,84,1,"Restaurants, Sandwiches",,u'free',,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
JlbAYc0fgqVX2IVT113BnQ,Pop's Homemade Water Ice,Philadelphia,PA,,1337 W Oregon Ave,4.5,60,1,"Food, Shaved Ice, Desserts, Event Planning & Services, Ice Cream & Frozen Yogurt, Caterers",1,u'no',,
1hFBAjRLIq82kz5R9kRxfw,VIP Market,Philadelphia,PA,,1312-1314 Walnut St,3.5,52,1,"Grocery, Food, Beer, Wine & Spirits, Restaurants, Buffets, Convenience Stores, Salad, Sandwiches, Delis",2,u'no',,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
B2MKYwShNmBiaQ3EJadR-Q,honeygrow,Philadelphia,PA,,1601 N Broad St,3.5,46,1,"Fast Food, Salad, Juice Bars & Smoothies, American (New), Food, Noodles, Asian Fusion, Vegetarian, Restaurants, Vegan",1,u'free',u'average',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"
K3oSW7x3LU74viHIbL8b_A,Wendy's,Philadelphia,PA,,3000 Island Ave,2.0,21,1,"Burgers, Fast Food, Restaurants",1,,u'quiet',
f_bUsM34FGpzECag3Cn8gw,Cappys Cafe,Philadelphia,PA,,6901 Frankford Ave,4.0,20,1,"Food, Restaurants, Seafood, Italian, Beer, Wine & Spirits, Chicken Wings, American (Traditional), Sports Bars, Nightlife, Bars",2,,u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
hdGSVYYrLFS4iNufBX3q6A,The Druid's Keep,Philadelphia,PA,,149 Brown St,4.0,57,1,"Bars, Nightlife",1,'free',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"
t5T6NYFsOqnYl0NETDgj7g,Sophie's Kitchen,Philadelphia,PA,,522 Washington Ave,4.5,62,1,"Restaurants, Cambodian",2,u'free',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
jNxvJeAUzzpC7zW3UN78HA,Pizza Shackamaxon,Philadelphia,PA,,115 E Girard Ave,4.0,145,1,"Restaurants, Fast Food, Pizza",1,,u'average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}"
jh-Sg2S4wlelkifvhjwSlg,China Garden,Philadelphia,PA,,2120 S Broad St,3.5,53,1,"Chinese, Restaurants",1,u'no',u'quiet',"{'touristy': None, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}"
v2AwJ1s_gyIi2C9gGUGLcQ,Swiacki Stan Meats,Philadelphia,PA,,3623 Salmon St,5.0,49,1,"Food, Meat Shops, Bakeries, Specialty Food, Ethnic Food",2,,,
C5MdSiVtZKirRghyh08C0g,Bodhi Coffee,Philadelphia,PA,,410 S 2nd St,4.0,167,1,"Sandwiches, Breakfast & Brunch, Food, Coffee & Tea, Restaurants",1,u'free',u'quiet',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
_Bde2pfPu-Uq9wlQhGhjEQ,Chubby's Fox Chase Deli,Philadelphia,PA,,537 Hoffnagle St,4.5,57,1,"Delis, Restaurants",1,u'no',u'quiet',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
b2WN3yA79dMvCUMywM3I_A,Dunkin',Philadelphia,PA,,2001 Chestnut St,3.5,23,1,"Coffee & Tea, Food, Donuts",1,u'free',,
dD8qp4Ro74EI4DqQl8FFCw,Au Bon Pain,Philadelphia,PA,,2951 Market St,2.5,52,1,"Cafes, Food, Restaurants, Bakeries",1,'no',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
cFSyJluKa2SHtgMMvlx6SQ,Angelo's Pizzeria,Philadelphia,PA,,736 S 9th St,4.5,393,1,"Restaurants, Pizza, Sandwiches",2,u'no',u'average',"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
bh85W8Dwc0UUp75H-EYnkQ,Rising Sun Pizza,Philadelphia,PA,,6919 Rising Sun Ave,2.5,43,1,"Restaurants, Chicken Wings, Cheesesteaks, Pizza",1,u'no',u'loud',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
iWV1MgLsI9ma5zrzNUy_NQ,Olympia Gyro,Philadelphia,PA,,51 N 12th St,4.0,99,1,"Specialty Food, Ethnic Food, Food, Imported Food",1,,,
4NYZ-PHH7GDgjfIO7_Vfgg,Càphê Roasters,Philadelphia,PA,,"3400 J St, G1",5.0,25,1,"Coffee Roasteries, Food",,,u'average',
r4eDzodjjoxk79ydS7V67Q,1518 Bar & Grill,Philadelphia,PA,,1518 Sansom St,4.0,221,1,"American (New), Nightlife, Cocktail Bars, Breweries, Bars, Restaurants, Food, American (Traditional)",2,u'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
sDaBm5V1VQMOPfCm76turg,Applebee's Grill + Bar,Philadelphia,PA,,"701 Cathedral Rd, Andorra Shopping Center, Unit 15",2.5,65,1,"American (Traditional), Bars, Nightlife, American (New), Restaurants, Sports Bars, Burgers, Steakhouses",2,'free',u'loud',"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
9y_0_oMDt9R5n2lDcWQv3A,Torch-Wood Cafe,Philadelphia,PA,,303 N 3rd St,4.5,103,1,"Grocery, Food, Convenience Stores, Sandwiches, Cafes, Restaurants",1,u'free',,
krvkW_BDCdhDi1II9KZcMw,Favors,Philadelphia,PA,,2867 N Taylor St,2.0,23,1,"Restaurants, Food, Desserts, Breakfast & Brunch, American (New), Juice Bars & Smoothies",,,,
Ikqc5tNLqyCafgcOXaZ0Ng,Hokka Hokka Japanese Restaurant,Philadelphia,PA,,7830 Germantown Ave,3.5,144,1,"Restaurants, Chinese, Japanese, Sushi Bars",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
ABSiUVpGvn4waVJkLktMYg,Sharetea,Philadelphia,PA,,"600 Washington Ave, Unit 5",4.5,36,1,"Coffee & Tea, Food, Juice Bars & Smoothies, Bubble Tea",,u'free',,
uqc5jOWOiPLTPibyy1yI4g,Vernick Coffee Bar,Philadelphia,PA,,"1800 Arch St, Fl 2, Comcast Technology Center",4.5,47,1,"Restaurants, Breakfast & Brunch, American (New), Food, Coffee & Tea",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
VSWk9Jz35zD7tyzaV0GV1Q,Dew Inn,Philadelphia,PA,,501 W Girard Ave,4.5,76,1,"Breakfast & Brunch, Restaurants, Diners",1,'no','average',"{u'divey': True, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
u48EHQFGHF5FwDTqAFXVwQ,Fiore Pizza,Philadelphia,PA,,2608 Kensington Ave,3.0,25,1,"Restaurants, Food, Pizza",1,'no','average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
fpsVGXS0s8KA9H_9N-p-0w,La Calenita Bakery Cafe,Philadelphia,PA,,5034 N 5th St,4.0,22,1,"Specialty Food, Restaurants, Ethnic Food, Bakeries, Breakfast & Brunch, Latin American, Colombian, Food",1,,,
EekwCjDqa9VT6Kq_aVE_0Q,Pho Palace,Philadelphia,PA,,15501 Bustleton Ave,3.5,238,1,"Vietnamese, Restaurants, Comfort Food, Seafood, Soup, Food, Desserts, Asian Fusion",1,u'free',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
zODRL6SF5Re-8ZRHWsTraQ,Mister P’s Pizza & Pasta,Philadelphia,PA,,7138 Ridge Ave,3.5,58,1,"Sandwiches, Pizza, Italian, Restaurants",1,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
NZbhZ0K3gHXdJgFQZw5wYg,12 Steps Down,Philadelphia,PA,,831 Christian St,3.5,134,1,"Nightlife, Pool Halls, Bars, Dive Bars",1,'free',u'average',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': None}"
7OPFjS9OsPIYX_wm0hbZDg,Accu Pizza,Philadelphia,PA,,4802 Spruce St,2.5,60,1,"Barbeque, Pizza, Restaurants, Desserts, Food, Seafood",1,'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
woAHqun9kl4U6HuJUeRqCw,Big Ben Pizza,Philadelphia,PA,,7266 Rising Sun Ave,2.5,78,1,"Pizza, Restaurants",1,'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
nFKATkd_j1iwFK9r6s0duQ,Applebee's Grill + Bar,Philadelphia,PA,,7650 City Line,2.0,71,1,"Furniture Reupholstery, Nightlife, Restaurants, Steakhouses, Bars, Local Services, Burgers, American (Traditional), Sports Bars, Chicken Wings",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"
Wo4JAP8XQqaNFUauDb2aZg,Fishtown Social,Philadelphia,PA,,1525 Frankford Ave,4.0,61,1,"Wine Bars, Restaurants, Beverage Store, Nightlife, Bars, Cocktail Bars, Food, Beer, Wine & Spirits, Tapas/Small Plates",2,u'no',u'quiet',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
6HvlBeMH1povoskopmp94Q,Du Jour Commerce Square,Philadelphia,PA,,2001 Market St,3.0,48,1,"Personal Chefs, Caterers, Salad, Food, Event Planning & Services, Restaurants, Coffee & Tea, Sandwiches, Breakfast & Brunch",2,u'free',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
xNNVZ3FHLfzF54eiqN3dYA,Four Humours,Philadelphia,PA,,1712 N Hancock St,5.0,25,1,"Nightlife, Cocktail Bars, Bars, Whiskey Bars, Food, Distilleries",,,,
JHRlwxxKY0JJcU97rJ-Bug,Cuba Libre Restaurant & Rum Bar - Philadelphia,Philadelphia,PA,,10 S 2nd St,3.5,1195,1,"Nightlife, Cuban, Breakfast & Brunch, Latin American, Restaurants, Dance Clubs, Shopping, Bars, Beer, Wine & Spirits, Food",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"
wsyVH0sf0ttt6G7JqmP9vg,Pho 20,Philadelphia,PA,,234-236 N 10th St,4.0,215,1,"Vietnamese, Restaurants",1,'free',u'quiet',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
Gx6VfCz3OTtcQYfsMucMGA,Crown Fried Chicken,Philadelphia,PA,,4002 Market St,4.0,41,1,"American (Traditional), Chicken Wings, Restaurants",1,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
UWqEQcjigs6CJ6mcEDS3Ew,Fright Factory,Philadelphia,PA,,2200 S Swanson St,3.0,54,1,"Nightlife, Performing Arts, Haunted Houses, Arts & Entertainment",,u'free',,
2Wmvi5-7LS1iw5UkOuLWlw,Comfort & Floyd,Philadelphia,PA,,1301 S 11th St,4.5,78,1,"Breakfast & Brunch, Restaurants",2,u'no',u'average',"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}"
KKWQ-OyBDSEVtPQGt3yxiQ,Lily Of The Valley Cupcakery and Café,Philadelphia,PA,,322 W Chelten Ave,4.5,44,1,"Bakeries, Restaurants, Coffee & Tea, Cafes, Cupcakes, Food",2,u'free',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
XZvALUhfZJy0ful-GdxK4A,Day N Nite,Philadelphia,PA,,908 Cherry St,4.0,22,1,"Bars, Restaurants, Karaoke, Lounges, Cheesesteaks, Nightlife, Hookah Bars, Cocktail Bars",2,u'free',,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
J8UPVO_FTALzvJ0tlMdr8w,I Heart Cambodia,Philadelphia,PA,,2207 S 7th St,4.0,99,1,"Restaurants, Cambodian",2,'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
Xr08bwIBEsaQr83aJKQbNg,CVS Pharmacy,Philadelphia,PA,,6701 Ridge Ave,2.5,35,1,"Cosmetics & Beauty Supply, Health & Medical, Beauty & Spas, Food, Medical Supplies, Pharmacy, Convenience Stores, Shopping, Drugstores",2,,,
2zSQu6_cLgWAVbZ2LbSLBA,Chick-fil-A,Philadelphia,PA,,2204 S Columbus Blvd,4.0,112,1,"American (Traditional), Restaurants, Event Planning & Services, Fast Food, Caterers, Chicken Shop",1,u'free','average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
4hQxm6xckt0EGqfAGzQDyg,Copabanana,Philadelphia,PA,,344 South St,2.5,299,1,"Pubs, Cocktail Bars, Lounges, Sandwiches, Restaurants, Burgers, American (Traditional), Bars, American (New), Nightlife",2,u'no',u'average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
SRNtE5JoaagLXxR7IoY8FQ,Daly's Irish Pub,Philadelphia,PA,,4201 Comly St,3.5,24,1,"Cocktail Bars, Dive Bars, Irish Pub, Sports Bars, Beer, Wine & Spirits, Pubs, Food, Nightlife, Bars, Karaoke",1,u'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
Tk9KD_DDpcMeceID_VrutQ,Pizza Plus,Philadelphia,PA,,1846 S 12th St,4.0,58,1,"Sandwiches, Restaurants, Pizza",,,,
5Qz7TJFXhm8Mjc8xzoSV5Q,Picanha Brazilian Steakhouse,Philadelphia,PA,,6501 Castor Ave,3.5,236,1,"Buffets, Steakhouses, Barbeque, Brazilian, Restaurants",2,u'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
